Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
Alloy 4_L72_0,Alloy 4,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 4_L72_A1,0.8134497395,0.81,,γ',Alloy 4_L72_L1_2,0.1865502605,0.19,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7752855079,0.1251682052,0,0,0,0.04540535817,0,0,0,0.05414092869,0,0,0.7389,0.1424,0,0,0,0.0671,0,0,0,0.0516,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1369518433,-0.00283,-0.1370456866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 4_L72_A1,Alloy 4,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 4_L72_0,γ,A1,,,,,,,,,,,,,,,0.7663363874,0.1462768974,0,0,0,0.02989729757,0,0,0,0.05748941761,0,0,0.7334814815,0.1671234568,0,0,0,0.04437037037,0,0,0,0.05502469136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 4_L72_L1_2,Alloy 4,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 4_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8143080196,0.03312405529,0,0,0,0.1130280343,0,0,0,0.03953989072,0,0,0.762,0.037,0,0,0,0.164,0,0,0,0.037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 5_L72_0,Alloy 5,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 5_L72_A1,0.8229863271,0.82,,γ',Alloy 5_L72_L1_2,0.1770136729,0.18,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.8056925595,0.1336429458,0,0,0,0.06066449463,0,0,0,0,0,0,0.7606,0.1506,0,0,0,0.0888,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1829182496,0.00679,0.182751107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 5_L72_A1,Alloy 5,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 5_L72_0,γ,A1,,,,,,,,,,,,,,,0.8036030418,0.1476370431,0,0,0,0.04875991506,0,0,0,0,0,0,0.7613902439,0.1669756098,0,0,0,0.07163414634,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 5_L72_L1_2,Alloy 5,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 5_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8154073149,0.06858045342,0,0,0,0.1160122316,0,0,0,0,0,0,0.757,0.076,0,0,0,0.167,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 6_L72_0,Alloy 6,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 6_L72_A1,0.7728419439,0.77,,γ',Alloy 6_L72_L1_2,0.2271580561,0.23,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7957272734,0.1313531726,0,0,0,0.06042676287,0,0,0,0.01249279115,0,0,0.7516,0.1481,0,0,0,0.0885,0,0,0,0.0118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1488680411,0.005,0.1487573151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 6_L72_A1,Alloy 6,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 6_L72_0,γ,A1,,,,,,,,,,,,,,,0.7885791625,0.1549160524,0,0,0,0.0450661749,0,0,0,0.01143861028,0,0,0.7475974026,0.1753116883,0,0,0,0.06624675325,0,0,0,0.01084415584,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 6_L72_L1_2,Alloy 6,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 6_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8200467275,0.05118704475,0,0,0,0.1126868802,0,0,0,0.0160793476,0,0,0.765,0.057,0,0,0,0.163,0,0,0,0.015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 7_L72_0,Alloy 7,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 7_L72_A1,0.7038971967,0.7,,γ',Alloy 7_L72_L1_2,0.2961028033,0.3,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7794483558,0.1279522516,0,0,0,0.06116319467,0,0,0,0.03143619794,0,0,0.7364,0.1443,0,0,0,0.0896,0,0,0,0.0297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392003136,-0.00125,-0.03920799843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 7_L72_A1,Alloy 7,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 7_L72_0,γ,A1,,,,,,,,,,,,,,,0.7653888163,0.1651486613,0,0,0,0.03743348152,0,0,0,0.03202904084,0,0,0.7271428571,0.1872857143,0,0,0,0.05514285714,0,0,0,0.03042857143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 7_L72_L1_2,Alloy 7,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 7_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8128707695,0.03952874388,0,0,0,0.117573598,0,0,0,0.03002688858,0,0,0.758,0.044,0,0,0,0.17,0,0,0,0.028,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 8_L72_0,Alloy 8,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 8_L72_A1,0.6732455403,0.67,,γ',Alloy 8_L72_L1_2,0.3267544597,0.33,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7627539431,0.1245529574,0,0,0,0.06189927421,0,0,0,0.05079382529,0,0,0.7208,0.1405,0,0,0,0.0907,0,0,0,0.048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1788009164,-0.00411,-0.1789609082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 8_L72_A1,Alloy 8,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 8_L72_0,γ,A1,,,,,,,,,,,,,,,0.7366693815,0.1706643241,0,0,0,0.03641171313,0,0,0,0.0562545813,0,0,0.6995223881,0.1934477612,0,0,0,0.0536119403,0,0,0,0.05341791045,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 8_L72_L1_2,Alloy 8,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 8_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8164986259,0.02954500553,0,0,0,0.1144138959,0,0,0,0.03954247272,0,0,0.764,0.033,0,0,0,0.166,0,0,0,0.037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 9_L72_0,Alloy 9,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 9_L72_A1,0.6617648778,0.66,,γ',Alloy 9_L72_L1_2,0.3382351222,0.34,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.794249586,0.1257531292,0,0,0,0.07999728473,0,0,0,0,0,0,0.7434,0.1405,0,0,0,0.1161,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02526741346,-0.00036,-0.02527060607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 9_L72_A1,Alloy 9,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 9_L72_0,γ,A1,,,,,,,,,,,,,,,0.778627931,0.1578372911,0,0,0,0.0635347779,0,0,0,0,0,0,0.7307272727,0.1768181818,0,0,0,0.09245454545,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 9_L72_L1_2,Alloy 9,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 9_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8248137172,0.06297972082,0,0,0,0.112206562,0,0,0,0,0,0,0.768,0.07,0,0,0,0.162,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 10_L72_0,Alloy 10,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 10_L72_A1,0.5801007512,0.58,,γ',Alloy 10_L72_L1_2,0.4198992488,0.42,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7818314139,0.124815809,0,0,0,0.08106151084,0,0,0,0.01229126625,0,0,0.7315,0.1394,0,0,0,0.1176,0,0,0,0.0115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02803476311,-0.00125,-0.0280386934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 10_L72_A1,Alloy 10,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 10_L72_0,γ,A1,,,,,,,,,,,,,,,0.7449387788,0.1840455671,0,0,0,0.05988726515,0,0,0,0.01112838896,0,0,0.6971034483,0.2055862069,0,0,0,0.08689655172,0,0,0,0.0104137931,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 10_L72_L1_2,Alloy 10,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 10_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8327994627,0.04298849611,0,0,0,0.1103142324,0,0,0,0.01389780875,0,0,0.779,0.048,0,0,0,0.16,0,0,0,0.013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 11_L72_0,Alloy 11,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 11_L72_A1,0.5305263927,0.53,,γ',Alloy 11_L72_L1_2,0.4694736073,0.47,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7642419527,0.1217744381,0,0,0,0.08360646233,0,0,0,0.0303771469,0,0,0.7145,0.1359,0,0,0,0.1212,0,0,0,0.0284,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1398014819,-0.00357,-0.1398992725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 11_L72_A1,Alloy 11,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 11_L72_0,γ,A1,,,,,,,,,,,,,,,0.7089973614,0.2065140461,0,0,0,0.0518673751,0,0,0,0.03262121739,0,0,0.663509434,0.2306981132,0,0,0,0.07526415094,0,0,0,0.03052830189,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 11_L72_L1_2,Alloy 11,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 11_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8266708374,0.02601485149,0,0,0,0.1194730653,0,0,0,0.02784124582,0,0,0.772,0.029,0,0,0,0.173,0,0,0,0.026,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 12_L72_0,Alloy 12,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 12_L72_A1,0.5205092209,0.52,,γ',Alloy 12_L72_L1_2,0.4794907791,0.48,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.7487471503,0.1202019763,0,0,0,0.08336542015,0,0,0,0.04768545324,0,0,0.7003,0.1342,0,0,0,0.1209,0,0,0,0.0446,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 12_L72_A1,Alloy 12,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 12_L72_0,γ,A1,,,,,,,,,,,,,,,0.6960540025,0.1929362148,0,0,0,0.0558776059,0,0,0,0.05513217679,0,0,0.6516538462,0.2156153846,0,0,0,0.08111538462,0,0,0,0.05161538462,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 12_L72_L1_2,Alloy 12,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 12_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.8059479778,0.0412456262,0,0,0,0.1132047026,0,0,0,0.03960169346,0,0,0.753,0.046,0,0,0,0.164,0,0,0,0.037,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 13_L72_0,Alloy 13,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 13_L72_A1,0.8799501398,0.88,,γ',Alloy 13_L72_L1_2,0.1200498602,0.12,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.8131508932,0.1309814049,0,0,0,0.01332030947,0,0,0.04254739243,0,0,0,0.7874,0.1514,0,0,0,0.02,0,0,0.0412,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8796582542,0.03071,0.8758062034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 13_L72_A1,Alloy 13,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 13_L72_0,γ,A1,,,,,,,,,,,,,,,0.8167740812,0.146255388,0,0,0,0.008053188831,0,0,0.02891734203,0,0,0,0.7908636364,0.1690454545,0,0,0,0.01209090909,0,0,0.028,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 13_L72_L1_2,Alloy 13,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 13_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.7865933883,0.0190250601,0,0,0,0.05192763091,0,0,0.1424539207,0,0,0,0.762,0.022,0,0,0,0.078,0,0,0.138,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 14_L72_0,Alloy 14,Loomis et al 72,10.1007/bf02647677,,,,,1,γ,Alloy 14_L72_A1,0.8697099179,0.87,,γ',Alloy 14_L72_L1_2,0.1302900821,0.13,,0,,,,exp,,1232,12,0,0,0,0,760,1000,0,0,0,0,0.8031608504,0.1291191855,0,0,0,0.01331562377,0,0,0.04211948932,0.01228485105,0,0,0.778,0.1493,0,0,0,0.02,0,0,0.0408,0.0119,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7606163518,0.02732,0.7577346251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 14_L72_A1,Alloy 14,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 14_L72_0,γ,A1,,,,,,,,,,,,,,,0.8063451799,0.1458769456,0,0,0,0.008045625499,0,0,0.02620882677,0.01352342225,0,0,0.7808241379,0.1686206897,0,0,0,0.01208045977,0,0,0.02537931034,0.0130954023,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alloy 14_L72_L1_2,Alloy 14,Loomis et al 72,10.1007/bf02647677,,,,,0,,,,,,,,,,,0,Alloy 14_L72_0,γ',L1_2,,,,,,,,,,,,,,,0.7819048732,0.01725809917,0,0,0,0.04849381762,0,0,0.1483260463,0.004017163754,0,0,0.7591,0.02,0,0,0,0.073,0,0,0.144,0.0039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
